director_key,director_name
b278aafaa77857d7487a5ecad80b715a,Ian MacAllister-McDonald
604d9b8b4ddbe6405735dba34e568e11,Brant Sersen
f11a67014b0289e2594c10f4ebcee27a,Sittisiri Mongkolsiri
87829f2627d7f5c3e3b64f9b16ab90c7,Iñaki Dorronsoro
247f46124aad54d90fd131a356d23126,Benjamin Dickinson
b4abdc2143d396c875c72de1bc40f8f8,"Joe Berlinger, Bruce Sinofsky"
bccdc45a9c2f79cca091fb3df5621596,Paco Aguilar
ca494e67d033e812b34b0c0444316f9d,Linda Korsten
4933ce913b6c69d28b7fa63e450dffda,Michelle Bello
c4e465a7905c71760e833ec5bc90cb63,Anand Kamalakar
a835d90e63e197a868e86e89c0b7fddc,Elite Zexer
6252d039bbe45df58579355388b503bb,"Ishi Rudell, Jayson Thiessen"
dd0f22c768380c2c398456e914e3e136,Pierre Coré
e5519ad85a547db873d310fa0c80b226,Rick Morales
00144458203379549d998ddcdbce3246,Benjamin Ross
b94d9e7f84b56023f4805a898e2b4e87,Justin G. Dyck
65afd3c454d542f6cb0b90588efe8b4b,Alê Abreu
b33979bc0dcb78f6a3e144861f648844,Scott Hicks
3d24fa8b5822bef79d065ee0eda4f3d1,Steven Soderbergh
3732074385e219aaee97ff037dac8a33,Chris Gorak
44113ac72e3d076e6a9c7d68300a74bc,Keiichi Hara
b3d9850586d68deeb9bdf03531092f5d,Burr Steers
6d5dcf237d8bc86c5ec59813da1135df,Richard Loncraine
a85c860762cbdd1439764ba2217b16ce,Anne Fletcher
784b72c34baef89486c745f41f6b386e,James Mangold
e794c623d6f08b31a85c80beb8d0695b,James Moll
711675ac4ed8b07adb9c10411be0eb82,Malik Bendjelloul
aeef05a58f1b7ef554e5bbd927a7a4ac,Charlotte Zwerin
5e27090ac45ad89ace635d3af2deb45b,Nicholas Hytner
e9c1013b5b83a8cd4c229ad2721a4aa8,Julian Jarrold
700da801a53f7526568af8c9c9bbfa04,Mark Neveldine
05d8b25235d4a724370cd94a73726e29,Dimitri Logothetis
3542ffa5f08a9d0198f25b4b904616c5,Jonathan Lynn
4afb7c1959edaf74f3600cf5194fa2ef,Brian De Palma
d1285417e8419e6c4ce6890a5820d8e7,Michael Patrick King
00a502d942461116ea320a6dda24d163,Andrew Dominik
6e26fae98b013242dbb589c737289487,Edward James Olmos
02ade075a3e8ddbb2b956087e608127c,Dean Wright
db629a7eb5c76657c0d9c5c1fd952aa9,Simon Curtis
edd4cd2e61e8a81756ea45de0844bc2b,David Leveaux
de5496f14fd372236b41b5c65da19216,"Ben Brewer, Alex Brewer"
a0dfc96c1fb769e819cbf0cacada154a,Vasan Bala
d01d46e8a9b044741592ddfd9159cf83,Ding Sheng
ed99e06a7c7a6ef18c3a1b4ab99f6ccd,Tarun Mansukhani
86eb812049b32c5378af646dc0aa89bb,Jayan Moodley
fdba86029acf713ead00b173f20372c6,Samir Al Asfory
bae3477365f2371122eb74383a6d4f40,Craig Freimond
ec1f5fc7844492d7fbfa6b493bef23f7,Jack Zagha Kababie
603a68e481fac26e143198a83f004e01,Matei Dima
e4031026e84044aa00ddfae366185a0c,Sunil Thakur
bd7abc6e9c0c95338eecfb0abe42c601,Ross Kauffman
da5626bec295090314577203867f7816,Susannah Heath-Eves
63e59d42534604559180d81f7daa76f0,Bauddhayan Mukherji
11796a56f2499f82c2f978633de37e68,Anil Thomas
6040ac450afb2a64e22f63e098fb11f6,Kumaran
d43033b007b701ff8460e5f26a03171c,Jonathan Helpert
0109f4370566a3a863e2b26e79fd962c,Terrie Samundra
e11341e32f982ca82d8252e6ecce3971,Lisa Arnold
f1d6547ad69392732d1423f49abed1ec,John Lyde
765ccd04dead93b37b8a38499c58fb7a,Jakob Lass
53094cb06d28989ae0f44b9d6e0abb38,Alice Filippi
57ce43e92cef1ee00a95dfa2c75acd4f,Sergio Barrejón
295f5db8acbb6dfbd6a9225c18fca8e5,Rindala Kodeih
8f9bc555316503eabaae660595d15b60,Julien Royal
08b2e3db137e08005b07b842f4167954,Sherif Ismail
c0f5184d199b4f9c761222641fa0594c,Salvador Espinosa
9d3b7f0ee72ba8057e171b2041482fbb,Navjot Gulati
993bcc5553195eb4de1e1c7094716c79,Stefano Lodovichi
7b84ba477344b6dd8c6248c0de36be24,Shantrelle P. Lewis
f58df4b05802a09a67c4cb31055cf99e,Ed Perkins
82550c25e3945e7d59d0761f8bb295a8,Brittany Andrews
6b627df0e95c1fa05491ff8c94494223,Alex Burunova
10e9e545750c1f3c6af1064323be864c,Christopher Amos
dadddcd84f6b097fc5d570408427aae3,"Nate Adams, Adam Carolla"
cc1b1a3f86e54f780467a7f5af536f2f,"Elle-Máijá Tailfeathers, Kathleen Hepburn"
e93c09dd5ef16a235de224da1340b28d,Cüneyt Kaya
0d6450461aef2c2203f2047961ab827a,Sacha Wolff
06b0f106ee2cbd573301712cd2cd808b,Augustine Frizzell
53250dbeeaa187d5baf438692791c7fe,Karl Mueller
9c04c934c57b6aec96e814ff55098492,Michael Thelin
36e8f81d0260c173b76da645af5309f5,QLF
9ab83295cb368c617fc2911de9b244a4,Diego Pignataro
67537e0b611f1424ba1db785f7f1d286,Richard van't Riet
cd3dbe8c45368bab243f9cc1ca0ee680,Shamyl Othman
00a00708b414e45601829e64092fa428,"Kevin R. Adams, Joe Ksander"
11479ae40289c4ca2f41897bcb21537b,Arun Chidambaram
92413844761108869ea42421b4c227ab,Mark Craig
7e017689a0d672d63977bf79c635982a,"Jon Reiner, Brad Rothschild"
1bb10726b8f003b46c168591fc4b1a7d,"Pavitra Chalam, Akshay Shankar"
22870cc60303988b04d3fd65068b9a69,Harry Baweja
9919d296a85dd8f88dffd9e28a35ea23,Izu Ojukwu
69b7da7150a5883596c5974c6f71f56e,"Alex Timbers, Sam Wrench"
ad1875a98677f1e38406667a2c913a77,Darragh O'Connell
fd31316fbe14ba511b28390b20c12275,"Audu Paden, Eric Radomski"
c771c58eef9feb9c8a6c3ce879b2d4ab,Chad Van De Keere
0dee88f787d939afd2e2180d7e9c6e8b,Fred M. Wilcox
a026a9bb99a02c62c1e640cbccc6f66f,"Phil Nibbelink, Simon Wells"
3917f89fd0624fc847ff79569c5a92e8,Victor Zarcoff
cdc909c9d6e1a3f1cf53af55a8fbfc8e,"Bobby Farrelly, Peter Farrelly"
952bb81308835bada0548f97683a303c,Andy Fickman
1a57ba79a130e8cf3cf4b88126d7fcb1,Jude Weng
7364e077d9a6f8083a4e7ebf6172f0f2,Gil Kenan
839ab1dff74c817ef936fc3c04dbceae,David E. Talbert
888e88f8465f36201a8b9739e59fd6da,Jonathan Hensleigh
c52259996b92b6072a5f67bcd86a0876,Adam McKay
1a7bcc18b4fad075d671f8b579cca6da,Oliver Stone
98919e7725d5a8468b1afe5003cd3654,Melanie Mayron
3db00a7542e1525fd5b73b7b374a0a99,Troy Miller
d7477e8ef6caab2e5a504008ad290c21,Edoardo Ponti
de7a84c57b972fc2f6ddf76a1c1f82fd,Jamie Babbit
e1811ef7843afda6aeea495f653e8a8b,"Terry Hughes, Ian MacNaughton"
e52b4bb132dddb65ab9646dbf0e23fe3,"Roman Atwood, Ben Pluimer"
db0538997b10a2ae6bae23d763b002e9,Yoshiyuki Momose
84859d729705c7282b531f381c5d5e4c,Sartaj Singh Pannu
01bf67e0064a5ed0a24db4116cba1eca,Subhash Ghai
c855dbbba49e6dfdf2548b1a159f46eb,Santram Varma
96ed947b03aa24fc1f70328300171d07,Farhan Akhtar
b2846301055fd02b1281b238a636a20e,Daniel Yee Heng Chan
c03db5cdef4b832d2580b0fb8a586992,Shen Leping
23d77dee305439b8d6649f5806b588c0,Raj N. Sippy
f9cb35febacd57524e4402d9e726ecc2,Cathy Garcia-Molina
408ebb38bfdff7bb9118b87af367e369,K.C. Bokadia
d26adf4ea140e914c891dcdcc96c0e1b,Smeep Kang
2a6463e85a0158f7e5e391589fd683c8,Fouad Al Shatti
aea19497c6b60ab7776b59bee5efeef9,Tanuja Chandra
85ef273a078e651828dc5ed4a409af13,Peter Galison
521cde1cee0485e7a9a347fe8363f9e4,Shubham Singh
67de65c2e18972c1d589c9518d51eb29,Padmakumar Narasimhamurthy
a44dd033c993bacb49312c00e53ec9ff,Teng Huatao
63cb2cab1067f8f44c599df28cd0a14f,Toka McBaror
41b7fa79acc846b847f6b947c4318ac9,Danny J. Boyle
12f73bdcc22d7a9311a70f361720aadc,Remi Weekes
030c27081cb14a88ee083a6dabd4ef83,Cooper Karl
dd90e9f549efbb4e5606ded2c45e6cac,Greg MacGillivray
44e121d836f8b0b0901b86c90aed243c,Marlene Melchior
270fb63a3e6c9c9f3338438c58005b88,Anna Stone
8a7ff29910a28feb2768d067ab612fce,Richie Smyth
a866fd95f25e43d4d353ed3b039fe23b,Cristina Jacob
9ae85d14601c0337456efa53508131f8,Mikhil Musale
60dd87f6084ec2f5e73ef7be1e36c634,Ashraf Fayeq
54be0b4347c02a7fd3a420f8d45760b4,Toyin Abraham
47e0f4fd58794a4ae6a86515df77c440,Shadi Ali
53077308e9496e66d3dcc9d848f5f800,Billy Lyons
f2f1966369219c46f2b580740885b649,Richard Miron
280b42844d65cc3c5823a2dced2a682e,Jehane Noujaim
e34854ec65ebdd6e8f2621f4af4d72df,Mark Lo
3c3dbeaa9d738e1c14c3f7c66e2e71aa,Phillip Youmans
e87806c80d8e419d5aabaf8b331484d9,John Banas
0cba0bac48f5b22394bea1e2cf07850f,Alankrita Shrivastava
c37dd6107f46f502930021c347582820,Jean-Bernard Marlin
5b70980099247ec1ff88db7e58f94e6f,Samit Kakkad
c88c975bb773c4f50f2cf19cdeda9d07,Akin Omotoso
bf9e283c2e8958bcf7587c40c1f76f0e,Jayaprakash Radhakrishnan
112d6b55d8724cf35c4a0962401fae91,Sabal Singh Shekawat
f4d9de5bfa0aef483cbd04a55ef6f367,Renuka Shahane
3060ec8b33bd6e91d07cc0e0613ef1b0,Byun Hyuk
de4ae099f1ae0b792f2264960ea4792e,Partha Chakraborty
3b024f2766d5b21fd390e7b2d3841ea5,Anu Menon
4a91434a627bdc40d5dcdc7f72310652,Fernando González Molina
0e6db7da13d7e34ed30a02c25319bf6b,Richard Arellano
88dc6ab192bc371b4f4b992038046bb5,"Tharun Bhascker Dhaassyam, B. V. Nandini Reddy, Nag Ashwin, Sankalp Reddy"
f1ddb9dc9ec9c5251ab158bf3f611689,Chris Howe
06606c9135be50e8a843a639b4533691,"Junior Carelli, Rudge Campos"
156ef75d4a4956731e1046c918a33e60,Steve Paley
657d18274c6234e6024253b9f370f246,"Kevin Booth, David Johndrow"
87969461d2268650f6ec8b943c5a80b9,Todd Biermann
ebe995f8690a0ae4d28b93eeeb0d0bef,Liz Plonka
fee759d972a01b3a9fe7e6624d016722,"Shannon Hartman, Michelle Caputo"
343900631a10bd6a8e9212efc5920249,Aziz Ansari
f8d552a9ada28bad07fe0f374192f082,Rayka Zehtabchi
c8aef95fc5541fd476ae32e240eb1280,"Kip Andersen, Keegan Kuhn"
7f3603eee6247f9a1aebf79ff6466309,"Aaron Hancox, Michael McNamara"
f52f5cd4825f59dbaf8ed90befba8b40,"Moyoung Jin, Caroline Sá, Deepti Kakkar, Fahad Mustafa, Hikaru Toda, Chico Pereira, Elaine McMillion Sheldon"
dd3bdee039aa6490ac4c88dcbfa68f22,Momoko Kamiya
e97f4afd6ff8893ad539ee394619624e,Takuya Inaba
18d976c2c834cd58fc3a936c5737e6d8,Binayak Das
40655b6ec14c26e06691cf99cbd5a33f,"Asit Mohapatra, Shyamal Chaulia"
973e965124034d86f880b209508c50ab,Hiromasa Yonebayashi
2c854fe5980e90304351e330f46a7fe3,Jennifer Westcott
a13bce9f20a30773c3470ad31f113098,Clay Glen
7104ea55a5a51d6e0f3bba4e22abdb2d,Steve Race
f715829fc51fe491400de7eb3fe4fe05,Marek Kanievska
5af4b09c6cf11ce7dfb33c240ad5e0d0,George Nolfi
9f1648dd8e1c7120b40fd0771ecba05d,Vic Armstrong
ee2ec6d380cb953e1774361f81507616,Ang Lee
d30d1fb35d265fbb1511f5e804dcff37,Bruce W. Smith
fe2aa3fdf30490b1d7d4a338cbbf8994,Dustin Hoffman
3b6060c6e29d9d426ac5317191a40b0d,Kevin Smith
f1ab509b42855abe8215496e850ef2ae,Morgan Neville
8ad8030f627fe626be2429b08860cbf6,Mike Newell
e8a87f09e347e6b3f1a30ec71a0e8761,Sarah Gavron
d6b797619e7db5704b182e4fed9090fd,Vicky Wight
d32c1e652ff5d4ac69addfa1600a0876,Allen Coulter
b00dd4bac53c80ec6fd5209223e0ef2b,Ross Boyask
19ad70b7bf8a371cbe00f1fe94ed2787,Stanley Kubrick
be7dfab7548aea08eb9bb8323b25edaf,Liam Lynch
fa165bb4552c008cb313ac4751ac71a3,Jesse Peretz
18f6f9a64a5cd46175e7681b44b2274e,Chris McCoy
164ffbe90bcd57767ae858bdcf23dd59,Tiller Russell
3f522c37e5618f583df49e6cb4ecaa34,Bryn Evans
35c5306ba322f501dbfb89436568a512,Kornél Mundruczó
2c9e680d8e8682fb13e6383a6d7da723,Mark Williams
5741f76fc21be704b91d83e585af862b,Michael Cristofer
ac1f7b498d935ce17c61ab6809dc07cf,Tom Ford
bd4823c9f260bc043fc44dc0e586bbb0,Wes Craven
b79242d883048418b11606aa77fbfc5b,Rahul Dholakia
01b8dcea44d1f37c2f4eeacd36470fa9,K. Subhash
f3dbdb6556063408463d82b3e3c60c64,Teddy Chan
547b65de5ef85d531f23de8db8f740b8,Apoorva Lakhia
8dd4cb1dfd9fdd3448e855a41bc0c173,John Huston
d3065777b545023b3de271973ea272a0,Anuranjan Premji
56ebf8b2509a732101bf5dee12d4dcde,Akram Farouk
2ec1b9914c2ed86734a5a711861dc143,Ifeanyi Ikpoenyi
90ba456553761b9b8b03df6087898f5d,Michael Seater
d80b988f2a0a801b7784b162d6092831,Ali Tabrizi
eca30077c0df9b955e65fece6d8e1b41,Hepi Mita
6885275be210987d9fd3d6dcfdec998e,Justin Pemberton
70795051ac623aa9bb6b35bfeb16a1a7,Hernán Zin
c89f86057bac60e90ca9ff4eee2f205c,Tejas Prabha Vijay Deoskar
1f2c7e04bfa492bd27e7d337073f3aaa,Avinash Arun
adfad971899db91c12ca73cfbebf8f26,Raja Menon
ea0b5180ef9b00b6ce40e03ac827703d,Husam El-Gohari
ae9d99807bb65c79bd20f98d5b3baeca,Aytaç Ağırlar
0dac4531bc81c5246e7a17f08d438c07,"Radhika Rao, Vinay Sapru"
f74b4b61d839f858bbe26b3cc694228d,Seyi Babatope
bebc049f2729a6222fac0c52c4d83c5a,Gulzar
289654e97bcf19efa7ea8d470d7013bf,S.A. Zaidi
548d0268e1f55f3478bd8150513a1c9c,Gary Sing
a0b8a319c3828d995b754d6b8614775a,Nathan Landeg
5ea084ef6352c5f39c768a3f8816cb5a,Matt Thompson
64ae98d72f7a89a0723a87d378aa009f,Florian Schnell
e5f0231ff26ce2e85f07e0840d92df44,Uwe Boll
11527108246ccc5c6c90f5db9d7e7152,Jakob Verbruggen
7c76f760ac7713d794f9f2b329b591ca,Juliet May
044d8e26ffd7d17d35ab531881ae1471,Emanuel Hoss-Desmarais
24e8fdf9489078db791435d9cae825e2,Odunlade Adekola
b7b5d66ebac2a4eddcbf635df0d30802,Robert O. Peters
5df97505fcfca7b757279a3b667ba26b,"Felix Herngren, Måns Herngren"
2bd9a49c651c249734482aae630279f6,Nacho G. Velilla
7611e3a1643c586bc4c8cbe1490cd929,Dani de la Orden
59de04166ad247ed9edfc9f00baf4714,C.J. Wallis
240c7d1d2cfcde13e66a9ca4d7816b5a,"Thierry Demaizière, Alban Teurlai"
004293ba93e582b622f01b1d02ef7b6b,"Jesse Adang, Syrine Boulanouar"
61eae20f6759761addb2143df63c38e4,"Coodie, Chike"
2d6488054e6b0adc508db22ff5daba24,Maribel Sánchez-Maroto
8d618ca76ed037cc64a55dd9e441be42,Ibai Abad
5790f7672a5bd46e79aabfe6c44fd549,Jaki Bradley
c6bdf48ebefd6c9b7d2811b8ac5d17d5,Daryl Hannah
0b7f6f5bf8d169154863bfd9e61edfc7,Ken Kushner
7a73b6a179bbd9167eaa7103f1fc60c7,Marco Bonfanti
c7fb534b66ff37c2125ea144d4eb483f,"Isaki Lacuesta, Isa Campo"
c03855fbd6dd74fd5ecb1c0ff6bbaf76,Ladislaus Kiraly
62d7eda54773f361a2622bbeebf5e2a9,Hayden Guppy
872345637835890e194b8194f191aed4,Christopher Storer
3730be2d3a857fb239c0edaab88fb212,Chris Bould
b57c7d4b85b8153b411a10d10d862ddc,Tom Forrest
4ffa10b30e1f6793965235352857d98a,Sean Olson
3b3b39e8687b328c593c2138795f04e1,William Wyler
addbdbb69e96a0c20482c1c94dd6d5c9,"Dylan Haegens, Bas van Teylingen"
86f4e8e3d5c5999c6aba61958732ca08,Marita Grabiak
ffe3180746521bc46e73543f659e5001,Crystal Moselle
eece397f4517dba91fb4bd1b5799baa6,Jude Okwudiafor Johnson
9f2944c5aff05aefa08ad0615f0216df,"Karan Shivajirao Chavan, Vikram Tanajirao Patil"
43a33f6f2ff577d65c5c6a7df8493749,Pawan K Shrivastava
d6ea6d5287ddf31fc8c87b2afc42e1e1,"Paul Reubens, Wayne Orr"
ffb40eda6aa53a53d0529f367bf22cc6,Ron Myrick
636c4a8075f0c4ea7c3f84b54b95682e,"Mark A.Z. Dippé, Kyung Ho Lee"
bc297ed8cd51e3ad5b561fb3f01f2b4b,Moto Sakakibara
cc416f9a77e40459099f79c6fe8c6b18,"Jérémie Degruson, Ben Stassen"
d426627074ef0420d8ee369a5d96cbb5,Ross Venokur
0213b3fbbcb86d20c8003cc172af8cdc,Zach Clark
a118944bb06bebd119502fce7fde437e,Richard Greenberg
5f7e5984d951d4f41f32f3a000b9dc63,"Roger Allers, Jill Culton"
357fff20732c919012f9bf3e1d6beffc,Fisher Stevens
d773fe95e7393abedd0b2f5fa5200530,Patrik Syversen
9125931eef5d23864883c1244fd7d1fd,Jeff Nichols
dd321b56a81d06eae78a11c5e1daf295,Patricia Rozema
d7da7b060ac3b918a47a2abf641aed07,Richard Linklater
167cad85aeaa38f1c827094ab458ccf1,Bille Woodruff
0c01dcad183a0edc0a0d7b46b410f15c,Nick Cassavetes
a480a1cd18dabc0e2f75507c68f50d26,Tom Hooper
10b7a697e2c20a88dae627eb1ca30256,Daniel Stamm
86acc8500fa01216877fb2309eaa1ae1,Taylor Hackford
3792382ee737e87ea9512980e4c69112,Chris Nahon
7f54127ff5c1a53f42b32b569d38dd9b,James Watkins
f6ba6048db9062ca41155d99de71ddc0,Jared Moshé
e8698d0e3e8442feb94eba80dc4ce26b,Courtney Hunt
8589252009bb1bd89ce400f25b7b49b5,Steven Knight
85482ddf8cc8adaa4e23547e84eeb6f2,"Josh Safdie, Benny Safdie"
eb899221514380c7aa9d74ebb0401115,Gregory Hoblit
c4dab749594c9f496498915fd127f80c,Sohail Khan
806d26f7dcb1e95bbf9d8f93a6d1ee9b,Krish
e8af0e745dfa43d49a5ad5254ca391bd,Eeshwar Nivas
cf154c3b937cff7b739931e7a583b674,Desingh Periyasamy
924051abe2a4ceb8a175ce4d05d34213,A. L. Vijay
6ebfa23a02cf68258c5bdb2673a7ad86,Rajat Kapoor
5de7c01a8ffd71294f778ca62d05de8a,Aatmaram Dharne
7649bf3f2be55e43e6cf871f0861595c,Raaghav Dar
cd6872b9a32deeb64afbf8fb53100032,Skye Borgman
76f97c97c556455a3e80dc3da2ff90c9,"Kevin Ford, Smriti Keshari, Eric Schlosser"
df52aac02422e5106e2069f8862d9af6,Barry Avrich
c592f26e6268e073c3a21ece506b31eb,Hubert Woroniecki
a96a2dad9695f924cbd1a3c42962c05d,Gayane Petrosyan
a3854e4b1c395ef451b54400d70ffaeb,Caroline Suh
ceebbd767f25167064b58d2ec44b77b4,Vanessa Roth
6774d99c5d175407d8b1cf85c3551ced,Justin Lee
1da2bb3684b200a7b68f231bf2169fef,David Lynch
51be76d6d50e00c6a7491ae743ce154c,David Mrnka
f5394207b0718df0a79fb3b789b3f872,Rajiv Menon
2f5bf1bd58b69789aa7f5ae48b03aecb,"Fajar Bustomi, Pidi Baiq"
5a146bba61746e8b353ccce88af7f53b,Hatem Khraiche
c2e1c86497a4f98f3f83d0ab9fc26ae0,Ritesh Batra
2d0c4f9ab9adeeb5bee07ee6050f65dd,"Glen Goei, Gavin Yap"
f56edf69af4243446d40015580d4dac0,Shravan Kumar
8a02c65a33a6844344ab073a4ab36fa9,Sakon Tiacharoen
ff8ce04e2603eb815358254c97f6e127,"Richard Claus, Karsten Kiilerich"
9792141c7077af1c93dac7acdffb4e4c,Charlie Vaughn
b206dfa42a6b14a8b6f792623d677009,"Joshua Tickell, Rebecca Harrell Tickell"
5c9f194efb584c250b082c46d1cd5208,Joey Curtis
a3c1936e174a6d0d83f998819437f080,John Dower
3ae83cb6806af59b5b12cee2d2fbf62c,Thom Fitzgerald
f898c5a8baf2b552ecb78c693c948465,Jennifer Morrison
158ee3260480326149374fe7ae2d9386,Pang Ho-cheung
f626db1a4e5e2c7d51c0547a32b3c559,"Hsu Chih-yen, Mag Hsu"
3c2f3619ba82f4ddae5f331bc9ae429a,Andrea Molaioli
5bb7d16b8696063e1b69b17ad1885572,Noël Wells
0f7a7a40fb56e55d6a5049d464763b56,Pat Healy
521bf188ec4d9c501fe778505779193e,Selçuk Aydemir
c63def3cf70ee35094ed990b5e880f70,Gary Mak
959f58fc23cd24b4f52cdb815118924c,Wouter Bouvijn
0a5857320c7591bde582f8443cc1349c,Christopher Martin
2cb50a2622f3688ff00d45bcfd309170,Bob Rose
ede4496197d8039af064b36d8984b484,"Anthony Caronna, Alexander Smith"
78621986915bfc3e8cfda9176fa82f64,"Bert Marcus, Cyrus Saidi"
1069a16890a76682d1d3bdc31ba53316,Charlie Lightening
df07bedb5bc62ec67a5746713cf028e2,Nicholas Zeig-Owens
d8dd2372b84e58cb67c60681b77280a1,Michael Fahey
9c86fde4f1a3fddcb9a65ffb64f061d0,"Jill Bauer, Ronna Gradus, Rashida Jones"
fc0eab176f644e505f3e45c45faa93d9,Laurent Bouzereau
b9214d2e530ccec9d5048f73a95a5856,Chaitanya Tamhane
a241749e0ccbbdbd3fab53143488f60e,"Petra Costa, Lea Glob"
62aa6a9a5da00014280fe856c2738b06,Dhanush
43a3ca7e28f2aed3e43bcb2a61d3b0e6,Aamir Bashir
0658ca6a567c452029d5808f857a00f1,Jasmine D'Souza
38ded71f06021c12fd9b149ba6515217,Lee Jeong-beom
fc6a8b67eaecdbaba9c81581bbc48a7f,Rohit Mittal
1fa809385a8574321afb314ffda512f8,Christopher Alender
3d0e87ec825743a8cb096e5cccafc838,Padraig Reynolds
4ec9d20be09577424e8a1a1f3fe303be,"Rocky Soraya, Anggy Umbara"
af727bae54465044b572d9c7f87aea52,Paul Urkijo Alijo
290b01461a90c86cad9e5b11f896b387,Lester Hsi
7e48c3cae9a34a0b9196cc2927244bef,Jitender Pawar
bbe0a358fca43c2404fba9c3eb37e802,Julián Gaviria
fb4299279dd1a77db971d2640c03703c,Michael John Warren
0524f18629437cd7f2d2928fd69d484b,Adam Dubin
ba29680e3806e2b9445e9b469bebd989,Mamat Khalid
2b0bf2f5c03ad88e58b5da7513d68f9f,Storm Theunissen
4d1ca316280806b3c0432bc9cf6d4ca6,Ishi Rudell
d8fd2005cd120fe0d354a62e16994ebc,Tony Collingwood
72b28b1b696ecaadfc0f212f16809850,Kevin Johnson
5807b7fc8f6d238057b284a653a78e0b,Vijay Roche
dc1c4095a9bb08d7529e2099a7e76124,Adam Sjöberg
148a96ce6e652276fc93646a1e975388,"Robert Cullen, José Luis Ucha"
632d3d8752c44d78d31ac6b028d4a9e0,Miguel Arteta
d8d9a12bb2bbb2d4bafe45c1cd0fea0d,Chris Miller
f0c2eb68cd8d502382215453748305b7,Michael A. Nickles
614b8a00abf87aa54159e83a5b7af655,Nadia Hallgren
370b66fee7e7678711fb179ec2065ae4,Hayao Miyazaki
27d8f6a17dbeed1ee5bbfede583a3087,Mark Steven Johnson
423f50db8f82e7081319611bc2ffed3d,"Chris Weitz, Paul Weitz"
b9bc01a1f793dd6035f8c84f1a37d271,Sydney Pollack
4a06f2aa530a7cd9a3d9e81ac19ba248,David Ayer
0cebd60227068cf9d4df16602d01ba70,Bharat Nalluri
8d263bbd710e75f70c4aea599da84e1e,Jonathan Mostow
e174c778c1c889f90515711f543d28ef,"Jarrad Paul, Andrew Mogel"
bb93f87bf04122e3fb04fb1a8c9f67b9,Tony Kaye
de74ac2a475778a6c8acc5447c304a37,Greg Barker
fd252cbd2f6185d767dbc47043a32d90,Sean Baker
e0aeb6ed7c408d0f3c2fe22a8b646a2a,Ethan Hawke
0d627caccfc975020cedc361cfe3da41,Nicolas Pesce
27f5aba5756c0e7c44432ab031f9fb4f,"Benny Safdie, Josh Safdie"
c61016d05d9cf1485b52429e5b6335c9,George Ratliff
736118fa79997199d715fcad254da71e,Shakti Samanta
8eecdb9d6d4d6c3f3dbe427d09b5078a,Hayato Date
1e7082e1f398e9cc13291874be294996,Detlev Buck
bb5a5d428e83ab4b341f52c74886c8a5,Sushil Majumdar
905dfcd43a6cbbebee86d815e5e262d4,Ian MacNaughton
7b491c16e8c075c5d9a9d49f08a758cb,Abbas Mustan
3e2ea3b3a1e0599c923b729fc4208d3a,"Mahin Ibrahim, Austin Kolodney, Will Lowell, David Beier, Dave Dorsey, Xu Zhang, Alana Waksman, Jon YonKondy, Drue Metz, Brandon Somerhalder"
88d04e3463565c9af6b4bbee832f45ee,Ekene Som Mekwunye
bd46e235ce965d4e9fc8b8caed057d89,Marco Petry
57254f7249b67d698b1f3fd7d46f3651,Kirby Dick
a066807d73e54c23bab98521207b51de,"Heidi Ewing, Rachel Grady"
c50e8d820f03236551a23510bb280a78,Jacob LaMendola
3da8e50a1456b0cc8a57a794eacac3ec,Franck Nataf
504010bcefdbaccce61f22ed66906e01,Brodje Wemboendja
502bb333f2f9c8fdd94e3c835a49fd86,"Damien Piscarel, Florent Bodin"
2ad6fa3656196900828424be6cf3fff4,Hao Wu
3a48aeba8cd9748a9608c83132f7011c,Dan Forrer
adbbc044af5bf2a68dbafae4e6354ae8,Christopher Chambers
88bb9b29b52f75c65a95a9eb82ee84ab,"Mag Hsu, Hsu Chih-yen"
caec6ee1508f9c3b89b8ee9a7a1dfe8f,Amshan Kumar
d5e215fc4f261e6e70fe3155a1e9ec38,Onir
a2baa9cedb8df70b765173ca703e7211,Abhishek Saxena
2564853b986abf590e9c9ae3301b9796,"Aitor Arregi, Jon Garaño"
590933d63948664a825ae94614a9cdcd,Rakshith Thirthahalli
e1cc9255428d6f1b4850fd3f091e5666,Vishwesh Krishnamoorthy
9c564298ea1f1aa17201e304fdeb5fa3,Hemambar Jasti
d25dcbf4b57935c574633cd9927873ff,Theodore Boborol
5f135a8f4acf35e72cab573007779aa2,Jung-ah Im
af054e5924d98d6496255b9ed411f16b,Robert Moresco
aa6e6751e20f05292520f645bbf21b8e,Jay Karas
5ad7e999b24242143577e6375393574f,Matt Kay
88a01b6b3e0620705af62f2b88fb6952,Taketoshi Sado
ab0ed9b4879190013cb45cd9971d3408,Brian Skiba
472659a617aeb22662ef4605a01fd063,David Blair
71cea87bc04d44ffeaa776ffea9c5d83,"Cary Murnion, Jonathan Milott"
117765119f129a010696562fca9aaf3e,Alexandre Reinecke
9a79e83ceb488d64396bee83861d985d,Carlos Marques-Marcet
b9fd26e3a3c8d00c744744c55fb57396,Tony Datis
5b86372b028b4f6895ef29f5f7b38550,Tyler Spindel
ccf051cbd76e4e99fab89712de7f5b68,"Ange Basterga, Nicolas Lopez"
15ec850832a4f065ef3cf06261bed2f8,Ahmet Katıksız
